text,label
X-RAY of the soft tissues of the neck.,0
Blunt trauma to the distal right thumb without fracture.  Worker’s Compensation Injury,0
Patient status post vehicular trauma.  Low Back syndrome and Cervicalgia.,1
Dental restoration.    Dental caries.  Cavities have been noted by his parents and pediatrician that have been noted to be pretty severe.,0
A 32-year-old male with shoulder pain.,0
"Normal review of systems template.  The patient denies fever, fatigue, weakness, weight gain or weight loss.",0
"Cervical epidural steroid injection, C5-6.  The C-arm was brought into the operative field and an AP view of the lumbar spine was obtained with particular attention to the C5-6 level.",1
Patient with a previous history of working in the coalmine and significant exposure to silica with resultant pneumoconiosis and fibrosis of the lung.,0
Leaking anastomosis from esophagogastrectomy.   Exploratory laparotomy and drainage of intra-abdominal abscesses with control of leakage.,1
Revision right total knee arthroplasty.  Right failed total knee arthroplasty.,1
"Open Stamm gastrotomy tube, lysis of adhesions, and closure of incidental colotomy",1
"Total abdominal hysterectomy, right salpingoophorectomy, and extensive adhesiolysis and enterolysis.",1
Letter on evaluation regarding extraction of mandibular left second molar tooth #18.,0
"Patient started out having toothache, now radiating into his jaw and towards his left ear.  Ellis type II dental fracture.",1
An example/template for a routine normal male physical exam.,0
Neurologic consultation was requested to evaluate her seizure medication and lethargy.,0
"A 69-year-old female with past history of type II diabetes, atherosclerotic heart disease, hypertension, carotid stenosis.",0
"The patient comes in for a neurology consultation regarding her difficult headaches, tunnel vision, and dizziness.",0
"Fiberoptic bronchoscopy, diagnostic.  Hemoptysis and history of lung cancer.  Tumor occluding right middle lobe with friability.",1
"Followup dietary consultation for hyperlipidemia, hypertension, and possible metabolic syndrome",0
"Chronic laryngitis, hoarseness.  The patient was referred to Medical Center's Outpatient Rehabilitation Department for skilled speech therapy secondary to voicing difficulties.",0
"Left carpal tunnel release with flexor tenosynovectomy; cortisone injection of trigger fingers, left third and fourth fingers; injection of Dupuytren's nodule, left palm.",1
Patient comes in for initial evaluation of a hyperesthesia on his right abdomen.,1
"The patient is a 53-year-old woman with history of hypertension, diabetes, and depression.  Serotonin syndrome secondary to high doses of Prozac and atypical chest pain with myocardial infarction ruled out.",0
"Repeat low-transverse cesarean section, bilateral tubal ligation (BTL), extensive anterior abdominal wall/uterine/bladder adhesiolysis.  Term pregnancy and desires permanent sterilization.",1
"Ultrasound abdomen, complete",0
Left shoulder injury.   A 41-year-old male presenting for initial evaluation of his left shoulder.,1
Bilateral reduction mammoplasty for bilateral macromastia,1
Diagnosis of bulbar cerebral palsy and hypotonia.,0
Occupational medicine consult with questions-answers and records review.,0
Placement of cholecystostomy tube under ultrasound guidance.  Acute acalculous cholecystitis.,1
"Left thoracoscopy and left thoracotomy with declaudication and drainage of lung abscesses, and multiple biopsies of pleura and lung.",1
"Discharge Summary of a patient with hematuria, benign prostatic hyperplasia, complex renal cyst versus renal cell carcinoma, and osteoarthritis.",0
"Juxtaductal coarctation of the aorta, dilated cardiomyopathy, bicuspid aortic valve, patent foramen ovale.",1
"Patient had a recurrent left arm pain after her stent, three days ago, and this persisted after two sublingual nitroglycerin.",0
Left hip fracture.  The patient is a 53-year-old female with probable pathological fracture of the left proximal femur.,0
Questionable need for antibiotic therapy for possible lower extremity cellulitis.,0
Vaginal Hysterectomy.  A weighted speculum was placed in the posterior vaginal vault.  The cervix was grasped with a Massachusetts clamp on both its anterior and posterior lips.,1
CT cervical spine for trauma.  CT examination of the cervical spine was performed without contrast.  Coronal and sagittal reformats were obtained for better anatomical localization.,0
"2-year-old female who comes in for just rechecking her weight, her breathing status, and her diet.",0
Anterior cervical discectomy with decompression and arthrodesis with anterior interbody fusion.  Spinal instrumentation using Pioneer 18-mm plate and four 14 x 4.3 mm screws (all titanium).,1
"Wound debridement with removal of Surgisis xenograft and debridement of skin and subcutaneous tissue, secondary closure of wound, and VAC insertion.",1
"Myoview nuclear stress study.  Angina, coronary artery disease.  Large fixed defect, inferior and apical wall, related to old myocardial infarction.",1
"Possible exposure to ant bait.  She is not exhibiting any symptoms and parents were explained that if she develops any vomiting, she should be brought back for reevaluation.",0
"Onychomycosis present, #1 right and #1 left.",1
Excision of soft tissue mass on the right flank.  This 54-year-old male was evaluated in the office with a large right flank mass.  He would like to have this removed.,1
"A repeat low transverse cervical cesarean section, Lysis of adhesions, Dissection of the bladder of the anterior abdominal wall and away from the fascia, and the patient also underwent a bilateral tubal occlusion via Hulka clips.",1
Stress test with Bruce protocol due to chest pain.,0
"Left heart catheterization, bilateral selective coronary angiography, left ventriculography, and right heart catheterization.  Positive nuclear stress test involving reversible ischemia of the lateral wall and the anterior wall consistent with left anterior descending artery lesion.",1
"Prematurity, 34 weeks' gestation, now 5 days old, group B streptococcus exposure, but no sepsis, physiologic jaundice, and feeding problem.",1
"Patient has had multiple problems with his teeth due to extensive dental disease and has had many of his teeth pulled, now complains of new tooth pain to both upper and lower teeth on the left side for approximately three days..",0
Emergent fiberoptic bronchoscopy with lavage.   Status post multiple trauma/motor vehicle accident.  Acute respiratory failure.  Acute respiratory distress/ventilator asynchrony.  Hypoxemia.  Complete atelectasis of left lung.  Clots partially obstructing the endotracheal tube and completely obstructing the entire left main stem and entire left bronchial system.,1
Postoperative hemorrhage. Examination under anesthesia with control of right parapharyngeal space hemorrhage.  The patient is a 35-year-old female with a history of a chronic pharyngitis and obstructive adenotonsillar hypertrophy.,1
Carotid and cerebral arteriogram - abnormal carotid duplex studies demonstrating occlusion of the left internal carotid artery.,0
A pleasant gentleman with a history of Wilson's disease who has been treated with penicillamine.,1
The patient with a recent change in bowel function and hematochezia.,1
"Status post brain tumor with removal.  The patient did receive skilled speech therapy while in the acute rehab, which focused on higher level cognitive and linguistic skills such as attention, memory, mental flexibility, and improvement of her executive function.",0
"Right ulnar nerve transposition, right carpal tunnel release, and right excision of olecranon bursa.  Right cubital tunnel syndrom, carpal tunnel syndrome, and olecranon bursitis.",1
Patient with episode of lightheadedness and suddenly experienced vertigo.,1
Lexiscan Nuclear Myocardial Perfusion Scan.  Chest pain.  Patient unable to walk on a treadmill.  Nondiagnostic Lexiscan.  Normal nuclear myocardial perfusion scan.,1
"Foreign body of the left fifth fingernail (wooden splinter).  He attempted to remove it with tweezers at home, but was unsuccessful.  He is requesting we attempt to remove this for him.",0
"Followup cervical spinal stenosis.  Her symptoms of right greater than left upper extremity pain, weakness, paresthesias had been worsening after an incident when she thought she had exacerbated her conditions while lifting several objects.",0
"Suspected mastoiditis ruled out, right acute otitis media, and severe ear pain resolving.  The patient is an 11-year-old male who was admitted from the ER after a CT scan suggested that the child had mastoiditis.",1
"Open repair of right pectoralis major tendon.   Right pectoralis major tendon rupture.  On MRI evaluation, a complete rupture of a portion of the pectoralis major tendon was noted.",1
"Local reaction secondary to insect sting.  Patient was stung by a bee on his right hand, left hand, and right knee at approximately noon today.",0
Belly button piercing for insertion of belly button ring.,0
"Hardware removal, right ulnar",1
Insertion of a VVIR permanent pacemaker.  This is an 87-year-old Caucasian female with critical aortic stenosis with an aortic valve area of 0.5 cm square and recurrent congestive heart failure symptoms mostly refractory to tachybrady arrhythmias,1
Stroke in distribution of recurrent artery of Huebner (left),0
Lower lid blepharoplasty.,1
Noncontrast CT abdomen and pelvis per renal stone protocol.,1
"Gentleman with long-standing morbid obesity, resistant to nonsurgical methods of weight loss with BMI of 69.7",0
The patient was admitted after undergoing a drawn out process with a small bowel obstruction.,1
"This 62-year-old white female has essential tremor and mild torticollis.  Tremor not bothersome for most activities of daily living, but she does have a great difficulty writing, which is totally illegible.",0
"The patient is a 26-year-old female, referred to Physical Therapy for low back pain.  The patient has a history of traumatic injury to low back.",1
The right upper lobe wedge biopsy shows a poorly differentiated non-small cell carcinoma with a solid growth pattern and without definite glandular differentiation by light microscopy.,1
"Nonischemic cardiomyopathy, branch vessel coronary artery disease, congestive heart failure - NYHA Class III, history of nonsustained ventricular tachycardia, hypertension, and hepatitis C.",0
"Anxiety, alcohol abuse, and chest pain.   This is a 40-year-old male with digoxin toxicity secondary to likely intentional digoxin overuse.  Now, he has had significant block with EKG changes as stated.",0
Status post cadaveric kidney transplant with stable function.,1
"Placement of Scott cannula, right lateral ventricle",1
"Congestion, tactile temperature.",1
Newborn circumcision.  The penile foreskin was removed using Gomco.,1
Quick note on tachypnea.,0
Nuclear Medicine Therapy Intraarterial Particulate Administration,0
"MRI of the Cervical, Thoracic, and Lumbar Spine",1
The patient had ultrasound done on admission that showed gestational age of 38-2/7 weeks.  The patient progressed to a normal spontaneous vaginal delivery over an intact perineum.,1
"Normal review of systems template.  Negative weakness, negative fatigue, native malaise, negative chills, negative fever, negative night sweats, negative allergies.",0
"Pancreatic and left adrenal lesions.  The adrenal lesion is a small lesion, appears as if probable benign adenoma, where as the pancreatic lesion is the cystic lesion, and neoplasm could not be excluded.",0
"Echocardiographic Examination Report.   Angina and coronary artery disease.  Mild biatrial enlargement, normal thickening of the left ventricle with mildly dilated ventricle and EF of 40%, mild mitral regurgitation, diastolic dysfunction grade 2, mild pulmonary hypertension.",1
"Herniated nucleus pulposus C5-C6.  Anterior cervical discectomy fusion C5-C6 followed by instrumentation C5-C6 with titanium dynamic plating system, Aesculap.  Operating microscope was used for both illumination and magnification.",1
Patient presents complaining of abdominal pain and discomfort for 3 weeks.,0
Anterior cranial vault reconstruction with fronto-orbital bar advancement.,1
"Gentleman with long-standing morbid obesity, resistant to nonsurgical methods of weight loss with BMI of 69.7",1
GI bleed.   Upper gastrointestinal bleed.  CBC revealed microcytic anemia.,0
Chronic headaches and pulsatile tinnitus.,0
Decompressive left lumbar laminectomy C4-C5 and C5-C6 with neural foraminotomy. Posterior cervical fusion C4-C5.  Songer wire.  Right iliac bone graft.,1
"Open reduction and internal fixation of left atrophic mandibular fracture, removal of failed dental implant from the left mandible.  The patient fell following an episode of syncope and sustained a blunt trauma to his ribs resulting in multiple fractures and presumably also struck his mandible resulting in fracture.",0
"The patient is a 36-year-old female with past medical history of migraine headaches, who was brought to the ER after she was having uncontrolled headaches.  In the ER, the patient had a CT scan done, which was reported negative, and lumbar puncture with normal pressure and the cell count, and was admitted for followup.",1
Left shoulder injury.   A 41-year-old male presenting for initial evaluation of his left shoulder.,0
Nuclear cardiac stress report.  Recurrent angina pectoris in a patient with documented ischemic heart disease and underlying ischemic cardiomyopathy.,0
Ventricular ectopy and coronary artery disease.   He is a 69-year-old gentleman with established history coronary artery disease and peripheral vascular disease with prior stent-supported angioplasty.,0
Acute on chronic renal failure and uremia.  Insertion of a right internal jugular vein hemodialysis catheter.,1
"Cataract, right eye.  Phacoemulsification with intraocular lens placement, right eye.",1
"A right-handed female with longstanding intermittent right low back pain, who was involved in a motor vehicle accident with no specific injury at that time.",0
"Normal review of systems template.  The patient denies fever, fatigue, weakness, weight gain or weight loss.",0
Tracheostomy and thyroid isthmusectomy.  Ventilator-dependent respiratory failure and multiple strokes.,1
Migraine headache - The patient was seen in the urgent care.,1
Patient was found to have decrease in mental alertness,0
MRI Orbit/Face/Neck with MR Angiography of the Head - An infant with facial mass,0
Patient referred for narrow angles and possible associated glaucoma.,1
Laparoscopic cholecystectomy.  Gallstone pancreatitis.  Video laparoscopy revealed dense omental adhesions surrounding the gallbladder circumferentially.,1
Patient complains of constipation.  Has not had BM for two days.,1
"Arthroscopy with arthroscopic subacromial decompression of the left shoulder.   Impingement syndrome, left shoulder.  Rule out superior labrum anterior and posterior lesion, left shoulder.",1
"A 52-year-old female who said she has had 1 week of nausea and vomiting, which is moderate-to-severe.",0
A well-child check with concern of some spitting up quite a bit.,0
Dietary consultation for diabetes during pregnancy.,0
Common description of EGD.,1
"Obesity hypoventilation syndrome.  A 61-year-old woman with a history of polyarteritis nodosa, mononeuritis multiplex involving the lower extremities, and severe sleep apnea returns in followup following an overnight sleep study.",0
"Patient was referred for a neuropsychological evaluation after a recent hospitalization for possible transient ischemic aphasia.  Two years ago, a similar prolonged confusional spell was reported as well.  A comprehensive evaluation was requested to assess current cognitive functioning and assist with diagnostic decisions and treatment planning.",0
"GI Consultation for chronic abdominal pain, nausea, vomiting, abnormal liver function tests.",0
A patient with non-Q-wave myocardial infarction.  No definite chest pains.  The patient is breathing okay.  The patient denies orthopnea or PND.,0
Pain management sample progress note.,0
"Open Stamm gastrotomy tube, lysis of adhesions, and closure of incidental colotomy",1
No chest pain with exercise and no significant ECG changes with exercise. Poor exercise capacity 6 weeks following an aortic valve replacement and single-vessel bypass procedure.,1
Endoscopic third ventriculostomy.,1
Open reduction and internal fixation of left distal radius.,1
"Recurrent jaw pain, described as numbness and tingling along the jaw, teeth, and tongue.",0
"Bilateral facet Arthrogram and injections at L34, L45, L5S1.  Interpretation of radiograph.  Low Back Syndrome - Low Back Pain.",1
"Refractory anemia that is transfusion dependent.  At this time, he has been admitted for anemia with hemoglobin of 7.1 and requiring transfusion.",1
Routine colorectal cancer screening.  He occasionally gets some loose stools.,0
"Leukocytosis, acute deep venous thrombosis, right lower extremity with bilateral pulmonary embolism, on intravenous heparin complicated with acute renal failure for evaluation.",0
Woman with a history of macular degeneration.  PDT therapy.  Some vision therapy.  Complete refractive work-up.,0
"Acute cerebrovascular accident/left basal ganglia and deep white matter of the left parietal lobe, hypertension, urinary tract infection, and hypercholesterolemia.",0
MRI left knee.,0
Hyperfractionation.  This patient is to undergo a course of hyperfractionated radiotherapy in the treatment of known malignancy.,0
A 16-year-old male with Q-fever endocarditis.,1
"Request for consultation to evaluate stomatitis, possibly methotrexate related.",0
Patient with stable expressive aphasia and decreased vision.,0
Most commonly used phrases in physical exam.,0
Bilateral knee degenerative arthritis.  Bilateral knee arthroplasty.  The Zimmer NexGen total knee system was utilized.,1
Left midface elevation with nasolabial fold elevation and nasolabial fold z-plasty and right symmetrization midface elevation.,0
Right-sided craniotomy for evacuation of a right frontal intracranial hemorrhage.  Status post orbitozygomatic resection of a pituitary tumor with a very large intracranial component basically a very large skull-based brain tumor.,1
Fracture reduction with insertion of prosthetic device at T8 with kyphoplasty.   Vertebroplasties at T7 and T9 with insertion of prosthetic device.   Fracture of the T8 vertebra and T9 vertebra.,1
"Arthroscopy of the left knee with medial meniscoplasty.  Internal derangement, left knee. Displaced bucket-handle tear of medial meniscus, left knee.",1
"The patient is a 58-year-old female, referred to therapy due to left knee osteoarthritis.  The patient states that approximately 2 years ago, she fell to the ground and thereafter had blood clots in the knee area.  The patient was transferred from the hospital to a nursing home and lived there for 1 year.  The patient states that her primary concern is her left knee pain and they desire to walk short distances again in her home.",1
"Hawkins IV talus fracture.  Open reduction internal fixation of the talus, medial malleolus osteotomy, and repair of deltoid ligament.",1
Full mouth dental rehabilitation in the operative room under general anesthesia.,0
"Tonsillectomy, adenoidectomy, and removal of foreign body (rock) from right ear.",1
"Patient  follows up for cataract extraction with lens implant 2 weeks ago.   Recovering well from her cataract operation in the right eye with residual corneal swelling, which should resolve in the next 2 to 3 weeks.",0
Elevated PSA with nocturia and occasional daytime frequency.,0
Chronic cholecystitis without cholelithiasis.,1
"Patient with hypertension, dementia, and depression.",0
"Multiple problems including left leg swelling, history of leukocytosis, joint pain left shoulder, low back pain, obesity, frequency with urination, and tobacco abuse.",0
"Right phacoemulsification of cataract with intraocular lens implantation - Cataract, right eye.",1
Asked to see the patient in regards to a brain tumor.  She was initially diagnosed with a glioblastoma multiforme.  She presented with several lesions in her brain and a biopsy confirmed the diagnosis.,0
MRI T-spine and CXR - Aortic Dissection.,0
"Normal Physical Exam Template.  Well developed, well nourished, alert, in no acute distress.",0
"Laparoscopy.  An incision was made in the umbilicus, allowing us to insert a micro-laparoscopic trocar.  We then insufflated the abdomen with approximately 3 liters of carbon dioxide gas and inserted the micro-laparoscopic instrument.",1
"Marginal B-cell lymphoma, status post splenectomy.  Testicular swelling - possible epididymitis or possible torsion of the testis.",1
"Subxiphoid pericardiotomy.  Symptomatic pericardial effusion.  The patient had the appropriate inflammatory workup for pericardial effusion, however, it was nondiagnostic.",1
MRI right knee without gadolinium,0
Patient was found to have decrease in mental alertness,0
Patient returns to Pulmonary Medicine Clinic for followup evaluation of COPD and emphysema.,0
"Chest pain and non-Q-wave MI with elevation of troponin I only.  Left heart catheterization, left ventriculography, and left and right coronary arteriography.",1
"Solitary left kidney with obstruction and hypertension and chronic renal insufficiency, plus a Pseudomonas urinary tract infection.",1
"Pregnant female with nausea, vomiting, and diarrhea.  OB ultrasound less than 14 weeks, transvaginal.",1
"Comprehensive Evaluation - Diabetes, hypertension, irritable bowel syndrome, and insomnia.",0
"A 1-month-26-day-old with failure-to-thrive. was only at her birth weight, and was noted to have murmur.",0
Patient presents to the emergency room with complaints of mid-epigastric and right upper quadrant abdominal pain for the last 14 days.,1
"Hammertoe deformity, left fifth digit and ulceration of the left fifth digit plantolaterally.  Arthroplasty of the left fifth digit proximal interphalangeal joint laterally and excision of plantar ulceration of the left fifth digit 3 cm x 1 cm in size.",1
Evaluation for elective surgical weight loss via the Lap-Band as opposed to gastric bypass.,0
"Application of PMT large halo crown and vest.  Cervical spondylosis, status post complex anterior cervical discectomy, corpectomy, decompression and fusion.",1
"Essential thrombocytosis.  He underwent a bone marrow biopsy, which showed essential thrombocytosis.  His CBC has been very stable.",0
"Prostate gland showing moderately differentiated infiltrating adenocarcinoma - Excised prostate including capsule, pelvic lymph nodes, seminal vesicles, and small portion of bladder neck.",1
Postpartum tubal ligation and removal of upper abdominal skin wall mass.,1
"Aortogram with bilateral, segmental lower extremity run off.  Left leg claudication.  The patient presents with lower extremity claudication.",1
Sports physical with normal growth and development.,1
Acne with folliculitis.,0
Patient comes in for initial evaluation of a hyperesthesia on his right abdomen.,0
"Consult for hypertension and a med check.  History of osteoarthritis, osteoporosis, hypothyroidism, allergic rhinitis and kidney stones.",0
"Patient with end-stage renal disease secondary to hypertension, a reasonable candidate for a kidney transplantation.",1
Motor vehicle collision.  CT head without contrast and CT cervical spine without contrast.  Noncontrast axial CT images of the head were obtained.,1
"Delivered pregnancy, cholestasis of pregnancy, fetal intolerance to labor, failure to progress.  Primary low transverse cesarean section.",0
"Sample normal ear, nose, mouth, and throat exam.",0
Left distal medial hamstring release.,1
"Hypomastia.   Patient wants breast augmentation and liposuction of her abdomen,",0
"Discharge summary of patient with leiomyosarcoma and history of pulmonary embolism, subdural hematoma, pancytopenia, and pneumonia.",0
The patient was referred for an outpatient speech and language pathology consult to increase speech and swallowing abilities.  The patient is currently NPO with G-tube to meet all of his hydration and nutritional needs.  A trial of Passy-Muir valve was completed to allow the patient to achieve hands-free voicing.,0
Concomitant chemoradiotherapy for curative intent patients.,0
Worrisome skin lesion.  A punch biopsy of the worrisome skin lesion was obtained.  Lesion was removed.,1
"Patient with NIDDM, hypertension, CAD status post CABG, hyperlipidemia, etc.",0
A 2-month-old female with 1-week history of congestion and fever x2 days.,0
Patient today with ongoing issues with diabetic control.,0
"He awoke one morning and had double vision.  He states when he closed each eye, the double vision dissipated.  The double vision entirely dissipated within one hour.   The next day he woke up and he had double vision again.",0
She is sent for evaluation of ocular manifestations of systemic connective tissue disorders.  Denies any eye problems and history includes myopia with astigmatism.,1
Nephrology Consultation - Patient with renal failure.,1
Abnormal electronystagmogram demonstrating prominent nystagmus on position testing in the head hanging right position.,1
"Cataract extraction with phacoemulsification and posterior chamber intraocular lens implantation.  Cataract, right eye.",1
"Gastrostomy, a 6-week-old with feeding disorder and Down syndrome.",1
Genetic counseling for a strong family history of colon polyps.  She has had colonoscopies required every five years and every time she has polyps were found.  She reports that of her 11 brothers and sister 7 have had precancerous polyps.,1
Cardiolite treadmill exercise stress test.  The patient was exercised on the treadmill to maximum tolerance achieving after 5 minutes a peak heart rate of 137 beats per minute with a workload of 2.3 METS.,1
Radiofrequency thermocoagulation of bilateral lumbar sympathetic chain.,1
"Clogged AV shunt.  The patient complains of fatigue, nausea, vomiting and fever.",0
"Normal physical exam template.  Normocephalic.  Negative lesions, negative masses.",0
Speech therapy discharge summary.  The patient was admitted for skilled speech therapy secondary to cognitive-linguistic deficits.,0
Chiropractic IME with answers to questions from Insurance Company.,0
"Incompetent glottis.  Fat harvesting from the upper thigh, micro-laryngoscopy, fat injection thyroplasty.",1
Left heart cardiac catheterization.,1
"Ultrasound kidneys/renal for renal failure, neurogenic bladder, status-post cystectomy",1
"The patient was referred for outpatient skilled speech therapy, secondary to right hemisphere disorder, status post stroke.  The patient attended nine outpatient skilled speech therapy sessions.",0
"MRI L-spine - History of progressive lower extremity weakness, right frontal glioblastoma with lumbar subarachnoid seeding.",1
The patient has recently had an admission for pneumonia with positive blood count.  She returned after vomiting and a probable seizure.,0
Endoscopic proximal and distal shunt revision with removal of old valve and insertion of new.,1
"Carpal tunnel syndrome.  Endoscopic carpal tunnel release.  After administering appropriate antibiotics and MAC anesthesia, the upper extremity was prepped and draped in the usual standard fashion, the arm was exsanguinated with Esmarch, and the tourniquet inflated to 250 mmHg.",1
"Intercostal block, left.   Severe post thoracotomy pain.",1
"Neck pain with right upper extremity radiculopathy and cervical spondylosis with herniated nucleus pulposus C4-C5, C5-C6, and C6-C7 with stenosis.",1
"D&C and hysteroscopy.  Abnormal uterine bleeding, enlarged fibroid uterus, hypermenorrhea, intermenstrual spotting, and thickened endometrium per ultrasound of a 2 cm lining.
6.  Grade 1+ rectocele.",1
"Cervical, lumbosacral, thoracic spine flexion and extension to evaluate back and neck pain.",0
Patient presented to the Bariatric Surgery Service for consideration of laparoscopic Roux-en-Y gastric bypass.,0
"Exploratory laparotomy, lysis of adhesions and removal, reversal of Hartmann's colostomy, flexible sigmoidoscopy, and cystoscopy with left ureteral stent.",1
Patient with confusion and hallucinations.,0
Examination due to blood-borne pathogen exposure.,0
Likely molluscum contagiosum (genital warts) caused by HPV.  It is not clear where this came from but it is most likely sexually transmitted.,0
Mohs Micrographic Surgery for basal cell CA at mid parietal scalp.,1
"Multiple problems including left leg swelling, history of leukocytosis, joint pain left shoulder, low back pain, obesity, frequency with urination, and tobacco abuse.",0
A 2-month-old female with 1-week history of congestion and fever x2 days.,0
"Abdominal pain, nausea and vomiting, rule out recurrent small bowel obstruction.  The patient is an 89-year-old white male who developed lower abdominal pain, which was constant, onset approximately half an hour after dinner on the evening prior to admission.",0
Phacoemulsification with intraocular lens placement.  A wire speculum was placed in the eye and then a clear corneal paracentesis site was made inferiorly with a 15-degree blade.,1
Mother states he has been wheezing and coughing.,1
Ultrasound of pelvis - menorrhagia.,0
The patient is a 61-year-old female who was treated with CyberKnife therapy to a right upper lobe stage IA non-small cell lung cancer.  CyberKnife treatment was completed one month ago.  She is now being seen for her first post-CyberKnife treatment visit.,1
"Total abdominal hysterectomy (TAH).  Severe menometrorrhagia unresponsive to medical therapy, severe anemia, and symptomatic fibroid uterus.",1
Barium enema - history of encopresis and constipation.,0
"Severe back pain and sleepiness.  The patient, because of near syncopal episode and polypharmacy, almost passed out for about 3 to 4 minutes with a low blood pressure.",0
Resting Myoview and adenosine Myoview SPECT,1
Cardiac catheterization and coronary intervention report.,1
"Cardiac arrest, severe congestive heart failure, acute on chronic respiratory failure, osteoporosis, and depression.",0
Right hemothorax.  Insertion of a #32 French chest tube on the right hemithorax.  This is a 54-year-old female with a newly diagnosed carcinoma of the cervix.  The patient is to have an Infuse-A-Port insertion.,1
Gastroenteritis and autism.  She developed constipation one week prior to admission and mother gave her MiraLax and her constipation improved.,0
"Ultrasound kidneys/renal for renal failure, neurogenic bladder, status-post cystectomy",0
Arthroplasty of the right second digit.  Hammertoe deformity of the right second digit.,1
An example of a physical exam,0
"Normal review of systems template.  No history of headaches, migraines, vertigo, syncope, visual loss, tinnitus, sinusitis, sore in the mouth, hoarseness, swelling or goiter.",0
"Shoulder pain, right shoulder diffusely - Rotator cuff syndrome, right.",0
"Patient with hip pain, osteoarthritis, lumbar spondylosis, chronic sacroiliitis, etc.",0
Aspiration pneumonia and chronic obstructive pulmonary disease (COPD) exacerbation.  Acute respiratory on chronic respiratory failure secondary to chronic obstructive pulmonary disease exacerbation.  Systemic inflammatory response syndrome secondary to aspiration pneumonia.  No bacteria identified with blood cultures or sputum culture.,1
"Chronic plantar fasciitis, right foot.  Open plantar fasciotomy, right foot.",1
Patient with complaint of a very painful left foot because of the lesions on the bottom of the foot.,0
"Trigger thumb release.  Right trigger thumb.  The A-1 pulley was divided along its radial border, completely freeing the stenosing tenosynovitis (trigger release).",1
"Dual Chamber ICD Implantation, fluoroscopy,  defibrillation threshold testing, venography.",1
Possible free air under the diaphragm.  On a chest x-ray for what appeared to be shortness of breath she was found to have what was thought to be free air under the right diaphragm.  No intra-abdominal pathology.,0
"The patient died of a pulmonary embolism, the underlying cause of which is currently undetermined.",1
"Evaluation of pain and symptoms related to a recurrent bunion deformity in bilateral feet - recurrent bunion deformity, right forefoot & pes planovalgus deformity, bilateral feet.",1
"Microscopic suspension direct laryngoscopy with biopsy of left true vocal cord stripping.  Hoarseness, bilateral true vocal cord lesions, and leukoplakia.",1
"Chronic lymphocytic leukemia (CLL), autoimmune hemolytic anemia, and oral ulcer.  The patient was diagnosed with chronic lymphocytic leukemia and was noted to have autoimmune hemolytic anemia at the time of his CLL diagnosis.",0
"Backache, stomachache, and dysuria for the last two days - Urinary dysuria, left flank pain, pharyngitis.",0
Bilateral inguinal hernia.  Bilateral direct inguinal hernia repair utilizing PHS system and placement of On-Q pain pump.,1
A 9-month well-child check.,0
"Cataract extraction with lens implantation, right eye.  The lens was inspected and found to be free of defects, folded, and easily inserted into the capsular bag, and unfolded.",1
Qualified medical evaluation report of a patient with back pain.,0
Pediatric Gastroenterology - Rectal Bleeding Consult.,0
"A 7-year-old white male started to complain of pain in his fingers, elbows, and neck.  This patient may have had reactive arthritis.",0
Pulmonary function test.  Mild restrictive airflow limitation.  Clinical correlation is recommended.,1
Ultrasound BPP - Advanced maternal age and hypertension.,0
"Transurethral resection of a medium bladder tumor (TURBT), left lateral wall.",1
A 16-year-old male with Q-fever endocarditis.,0
"Lightheaded, dizziness, and palpitation.  This morning, the patient experienced symptoms of lightheaded, dizziness, felt like passing out; however, there was no actual syncope.  During the episode, the patient describes symptoms of palpitation and fluttering of chest.  She relates the heart was racing.  By the time when she came into the Emergency Room, her EKG revealed normal sinus rhythm.  No evidence of arrhythmia.",1
MRI C-spine to evaluate right shoulder pain - C5-6 disk herniation.,0
"Closed head injury with evidence of axonal injury vs. vascular injury to the left substantia nigra, right subdural hematoma and possible subarachnoid hemorrhage, vascular/ischemic injury in the right occipital lobe-right basal ganglia/caudate nucleus-right frontal lobe, and right temporal lobe contusion.",1
Modified Barium swallow (Deglutition Study) for Dysphagia with possible aspiration.,0
"The patient with multiple medical conditions including coronary artery disease, hypothyroidism, and severe peripheral vascular disease status post multiple revascularizations.",0
Extracapsular cataract extraction with posterior chamber intraocular lens placement by phacoemulsification.  A peribulbar block was given to the eye using 8 cc of a mixture of 0.5% Marcaine without epinephrine mixed with Wydase plus one-half of 2% lidocaine without epinephrine.,1
"An 85-year-old female with diarrhea, vomiting, and abdominal pain.",0
The patient has recently had an admission for pneumonia with positive blood count.  She returned after vomiting and a probable seizure.,0
Non-healing surgical wound to the left posterior thigh. Several multiple areas of hypergranulation tissue on the left posterior leg associated with a sense of trauma to his right posterior leg.,0
"Primary low transverse cervical cesarean section.  Intrauterine pregnancy at 38 weeks and malpresentation.  A viable male neonate in the left occiput transverse position with Apgars of 9 and 9 at 1 and 5 minutes respectively, weighing 3030 g.  No nuchal cord.  No meconium.  Normal uterus, fallopian tubes, and ovaries.",1
Neurologic consultation and follow-up.,0
"Emergent subxiphoid pericardial window, transesophageal echocardiogram.",1
Bilateral upper lid blepharoplasty to correct bilateral upper eyelid dermatochalasis.,1
"First Pap smear, complaining of irregular periods.  - Menorrhagia, pelvic pain, dysmenorrhea, and irregular periods.",1
